run_id,fault_type,fault_category,severity,target_service,chaos_kind,injection_time,duration_seconds,text,label,confidence,split,pre_fault_baseline,source,dominant_log_signal,dominant_event_reason,warning_event_count,total_log_error_lines,cascade_depth
pod_kill__cartservice__0__238d84,pod_kill,pod,high,cartservice,PodChaos,2026-03-12T21:43:47.221215+00:00,30,"event_types: Killing, Scheduled, Pulled, Created, Started | log_signals: none | fault_category: pod | severity: high | metrics: none | pod_status_reason: Killing | dominant_log_signal: none",pod_kill,1.0,test,True,chaos_mesh,,Killing,0,0,0
dns_random_response__frontend__1__02bd6f,dns_random_response,network,high,frontend,DNSChaos,2026-03-13T05:20:53.407048+00:00,60,"event_types: none | log_signals: permission_denied, resource_exhausted, http_5xx | fault_category: network | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: http_5xx",dns_random_response,1.0,train,True,chaos_mesh,http_5xx,,0,0,0
dns_random_response__frontend__2__6ad240,dns_random_response,network,high,frontend,DNSChaos,2026-03-13T05:22:24.997145+00:00,60,"event_types: none | log_signals: permission_denied, resource_exhausted, http_5xx | fault_category: network | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: permission_denied",dns_random_response,1.0,test,True,chaos_mesh,permission_denied,,0,0,0
dns_random_response__checkoutservice__0__7f597d,dns_random_response,network,high,checkoutservice,DNSChaos,2026-03-13T05:23:56.473350+00:00,60,"event_types: none | log_signals: permission_denied, http_5xx | fault_category: network | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: http_5xx",dns_random_response,1.0,train,True,chaos_mesh,http_5xx,,0,0,0
dns_random_response__checkoutservice__1__217650,dns_random_response,network,high,checkoutservice,DNSChaos,2026-03-13T05:25:27.697682+00:00,60,event_types: none | log_signals: permission_denied | fault_category: network | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: permission_denied,dns_random_response,1.0,train,True,chaos_mesh,permission_denied,,0,0,0
dns_random_response__checkoutservice__2__2c6817,dns_random_response,network,high,checkoutservice,DNSChaos,2026-03-13T05:26:58.879545+00:00,60,"event_types: none | log_signals: permission_denied, resource_exhausted | fault_category: network | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: permission_denied",dns_random_response,1.0,test,True,chaos_mesh,permission_denied,,0,0,0
dns_random_response__productcatalogservice__0__9f3d42,dns_random_response,network,high,productcatalogservice,DNSChaos,2026-03-13T05:28:30.148178+00:00,60,event_types: none | log_signals: none | fault_category: network | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,dns_random_response,1.0,train,True,chaos_mesh,,,0,0,0
dns_random_response__productcatalogservice__1__1c839f,dns_random_response,network,high,productcatalogservice,DNSChaos,2026-03-13T05:30:12.878109+00:00,60,event_types: none | log_signals: none | fault_category: network | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,dns_random_response,1.0,train,True,chaos_mesh,,,0,0,0
dns_random_response__productcatalogservice__2__6f5445,dns_random_response,network,high,productcatalogservice,DNSChaos,2026-03-13T05:31:44.174048+00:00,60,event_types: none | log_signals: none | fault_category: network | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,dns_random_response,1.0,test,True,chaos_mesh,,,0,0,0
dns_random_response__paymentservice__0__ff3b5a,dns_random_response,network,high,paymentservice,DNSChaos,2026-03-13T05:33:15.511051+00:00,60,event_types: none | log_signals: none | fault_category: network | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,dns_random_response,1.0,train,True,chaos_mesh,,,0,0,0
dns_random_response__paymentservice__1__dd1751,dns_random_response,network,high,paymentservice,DNSChaos,2026-03-13T05:34:46.949112+00:00,60,event_types: none | log_signals: none | fault_category: network | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,dns_random_response,1.0,train,True,chaos_mesh,,,0,0,0
dns_random_response__paymentservice__2__aa00e0,dns_random_response,network,high,paymentservice,DNSChaos,2026-03-13T05:36:18.406799+00:00,60,event_types: none | log_signals: none | fault_category: network | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,dns_random_response,1.0,test,True,chaos_mesh,,,0,0,0
network_latency_low__cartservice__0__8769b2,network_latency_low,network,low,cartservice,NetworkChaos,2026-03-13T05:37:50.151441+00:00,120,"event_types: Failed, Updated | log_signals: none | fault_category: network | severity: low | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_latency_low,1.0,train,True,chaos_mesh,,Failed,13,0,0
network_latency_low__cartservice__1__6cf61d,network_latency_low,network,low,cartservice,NetworkChaos,2026-03-13T05:39:22.325159+00:00,120,"event_types: Failed, Updated | log_signals: none | fault_category: network | severity: low | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_latency_low,1.0,train,True,chaos_mesh,,Failed,16,0,0
network_latency_low__cartservice__2__68d357,network_latency_low,network,low,cartservice,NetworkChaos,2026-03-13T05:40:54.584360+00:00,120,"event_types: Failed, Updated | log_signals: none | fault_category: network | severity: low | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_latency_low,1.0,test,True,chaos_mesh,,Failed,5,0,0
network_latency_low__frontend__0__b470bd,network_latency_low,network,low,frontend,NetworkChaos,2026-03-13T05:42:26.890460+00:00,120,"event_types: Failed, Updated | log_signals: permission_denied, resource_exhausted, http_5xx | fault_category: network | severity: low | metrics: none | pod_status_reason: Failed | dominant_log_signal: permission_denied",network_latency_low,1.0,train,True,chaos_mesh,permission_denied,Failed,13,0,0
network_latency_low__frontend__1__d84d3e,network_latency_low,network,low,frontend,NetworkChaos,2026-03-13T05:43:59.627456+00:00,120,"event_types: Failed, Updated | log_signals: permission_denied, resource_exhausted, http_5xx | fault_category: network | severity: low | metrics: none | pod_status_reason: Failed | dominant_log_signal: http_5xx",network_latency_low,1.0,train,True,chaos_mesh,http_5xx,Failed,16,0,0
network_latency_low__frontend__2__9b6b93,network_latency_low,network,low,frontend,NetworkChaos,2026-03-13T05:45:43.773086+00:00,120,"event_types: Failed, Updated | log_signals: permission_denied, resource_exhausted, http_5xx | fault_category: network | severity: low | metrics: none | pod_status_reason: Failed | dominant_log_signal: permission_denied",network_latency_low,1.0,test,True,chaos_mesh,permission_denied,Failed,4,0,0
network_latency_low__checkoutservice__0__6ee7d6,network_latency_low,network,low,checkoutservice,NetworkChaos,2026-03-13T05:47:16.703995+00:00,120,"event_types: Failed, Updated | log_signals: permission_denied, http_5xx | fault_category: network | severity: low | metrics: none | pod_status_reason: Failed | dominant_log_signal: http_5xx",network_latency_low,1.0,train,True,chaos_mesh,http_5xx,Failed,13,0,0
network_latency_low__checkoutservice__1__a045be,network_latency_low,network,low,checkoutservice,NetworkChaos,2026-03-13T05:48:49.249819+00:00,120,"event_types: Failed, Updated | log_signals: permission_denied, http_5xx | fault_category: network | severity: low | metrics: none | pod_status_reason: Failed | dominant_log_signal: permission_denied",network_latency_low,1.0,train,True,chaos_mesh,permission_denied,Failed,16,0,0
container_kill__cartservice__0__2f3832,container_kill,pod,medium,cartservice,PodChaos,2026-03-13T13:41:57.831580+00:00,30,"event_types: Pulled, Created, Started | log_signals: none | fault_category: pod | severity: medium | metrics: none | pod_status_reason: Pulled | dominant_log_signal: none",container_kill,1.0,train,True,chaos_mesh,,Pulled,0,0,0
container_kill__cartservice__1__09bc4b,container_kill,pod,medium,cartservice,PodChaos,2026-03-13T13:43:14.978599+00:00,30,"event_types: Unhealthy, BackOff, Failed, Updated | log_signals: none | fault_category: pod | severity: medium | metrics: none | pod_status_reason: BackOff | dominant_log_signal: none",container_kill,1.0,train,True,chaos_mesh,,BackOff,5,0,0
container_kill__cartservice__2__17ca36,container_kill,pod,medium,cartservice,PodChaos,2026-03-13T13:44:32.365014+00:00,30,"event_types: Pulled, Created, Started, Unhealthy, BackOff | log_signals: none | fault_category: pod | severity: medium | metrics: none | pod_status_reason: BackOff | dominant_log_signal: none",container_kill,1.0,test,True,chaos_mesh,,BackOff,8,0,0
container_kill__frontend__0__ddd97b,container_kill,pod,medium,frontend,PodChaos,2026-03-13T13:45:49.549705+00:00,30,"event_types: Pulled, Created, Started | log_signals: connection_refused, http_5xx | fault_category: pod | severity: medium | metrics: none | pod_status_reason: Pulled | dominant_log_signal: connection_refused",container_kill,1.0,train,True,chaos_mesh,connection_refused,Pulled,0,2,0
container_kill__frontend__1__2dd466,container_kill,pod,medium,frontend,PodChaos,2026-03-13T13:47:06.669728+00:00,30,"event_types: BackOff | log_signals: connection_refused, timeout, permission_denied, resource_exhausted, http_5xx | fault_category: pod | severity: medium | metrics: none | pod_status_reason: BackOff | dominant_log_signal: http_5xx",container_kill,1.0,train,True,chaos_mesh,http_5xx,BackOff,3,13,0
container_kill__frontend__2__07a86d,container_kill,pod,medium,frontend,PodChaos,2026-03-13T13:48:24.184064+00:00,30,"event_types: Pulled, Created, Started, BackOff, Unhealthy | log_signals: connection_refused, timeout, permission_denied, resource_exhausted, http_5xx | fault_category: pod | severity: medium | metrics: none | pod_status_reason: BackOff | dominant_log_signal: http_5xx",container_kill,1.0,test,True,chaos_mesh,http_5xx,BackOff,7,3,0
container_kill__checkoutservice__0__245462,container_kill,pod,medium,checkoutservice,PodChaos,2026-03-13T13:49:41.534111+00:00,30,"event_types: Pulled, Created, Started | log_signals: http_5xx | fault_category: pod | severity: medium | metrics: none | pod_status_reason: Pulled | dominant_log_signal: http_5xx",container_kill,1.0,train,True,chaos_mesh,http_5xx,Pulled,0,0,0
container_kill__checkoutservice__1__65045d,container_kill,pod,medium,checkoutservice,PodChaos,2026-03-13T13:51:06.668629+00:00,30,event_types: BackOff | log_signals: http_5xx | fault_category: pod | severity: medium | metrics: none | pod_status_reason: BackOff | dominant_log_signal: http_5xx,container_kill,1.0,train,True,chaos_mesh,http_5xx,BackOff,3,0,0
container_kill__checkoutservice__2__d26f4f,container_kill,pod,medium,checkoutservice,PodChaos,2026-03-13T13:52:31.787015+00:00,30,"event_types: Pulled, Created, Started, BackOff | log_signals: http_5xx | fault_category: pod | severity: medium | metrics: none | pod_status_reason: BackOff | dominant_log_signal: http_5xx",container_kill,1.0,test,True,chaos_mesh,http_5xx,BackOff,6,0,0
container_kill__productcatalogservice__0__51c2bc,container_kill,pod,medium,productcatalogservice,PodChaos,2026-03-13T13:53:58.382331+00:00,30,"event_types: Pulled, Created, Started, Unhealthy | log_signals: resource_exhausted | fault_category: pod | severity: medium | metrics: none | pod_status_reason: Pulled | dominant_log_signal: resource_exhausted",container_kill,1.0,train,True,chaos_mesh,resource_exhausted,Pulled,1,0,0
network_latency_low__checkoutservice__0__910cd4,network_latency_low,network,low,checkoutservice,NetworkChaos,2026-03-13T13:54:23.306996+00:00,120,"event_types: Pulled, Created, Started, BackOff, Failed | log_signals: resource_exhausted, http_5xx | fault_category: network | severity: low | metrics: none | pod_status_reason: BackOff | dominant_log_signal: http_5xx",network_latency_low,1.0,train,True,chaos_mesh,http_5xx,BackOff,8,0,0
container_kill__productcatalogservice__1__0bab09,container_kill,pod,medium,productcatalogservice,PodChaos,2026-03-13T13:55:24.931929+00:00,30,event_types: BackOff | log_signals: none | fault_category: pod | severity: medium | metrics: none | pod_status_reason: BackOff | dominant_log_signal: none,container_kill,1.0,train,True,chaos_mesh,,BackOff,3,0,0
network_latency_low__checkoutservice__1__35fd71,network_latency_low,network,low,checkoutservice,NetworkChaos,2026-03-13T13:55:59.995072+00:00,120,"event_types: Failed, Updated | log_signals: resource_exhausted, http_5xx | fault_category: network | severity: low | metrics: none | pod_status_reason: Failed | dominant_log_signal: http_5xx",network_latency_low,1.0,train,True,chaos_mesh,http_5xx,Failed,3,0,0
container_kill__productcatalogservice__2__02ec16,container_kill,pod,medium,productcatalogservice,PodChaos,2026-03-13T13:56:46.077728+00:00,30,"event_types: Pulled, Created, Started, Unhealthy, BackOff | log_signals: none | fault_category: pod | severity: medium | metrics: none | pod_status_reason: BackOff | dominant_log_signal: none",container_kill,1.0,test,True,chaos_mesh,,BackOff,8,0,0
network_latency_low__checkoutservice__2__f10e87,network_latency_low,network,low,checkoutservice,NetworkChaos,2026-03-13T13:57:36.266616+00:00,120,"event_types: Failed, Updated | log_signals: resource_exhausted, http_5xx | fault_category: network | severity: low | metrics: none | pod_status_reason: Failed | dominant_log_signal: http_5xx",network_latency_low,1.0,test,True,chaos_mesh,http_5xx,Failed,2,0,0
container_kill__paymentservice__0__7b9cc9,container_kill,pod,medium,paymentservice,PodChaos,2026-03-13T13:58:14.231884+00:00,30,"event_types: Pulled, Created, Started, Unhealthy | log_signals: http_5xx | fault_category: pod | severity: medium | metrics: none | pod_status_reason: Unhealthy | dominant_log_signal: http_5xx",container_kill,1.0,train,True,chaos_mesh,http_5xx,Unhealthy,5,0,0
network_latency_low__productcatalogservice__0__7084a2,network_latency_low,network,low,productcatalogservice,NetworkChaos,2026-03-13T13:59:08.628684+00:00,120,"event_types: Pulled, Created, Started, Unhealthy, BackOff | log_signals: none | fault_category: network | severity: low | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_latency_low,1.0,train,True,chaos_mesh,,Failed,21,0,0
container_kill__paymentservice__1__c006ea,container_kill,pod,medium,paymentservice,PodChaos,2026-03-13T13:59:31.578137+00:00,30,event_types: BackOff | log_signals: http_5xx | fault_category: pod | severity: medium | metrics: none | pod_status_reason: BackOff | dominant_log_signal: http_5xx,container_kill,1.0,train,True,chaos_mesh,http_5xx,BackOff,3,0,0
container_kill__paymentservice__2__a806ee,container_kill,pod,medium,paymentservice,PodChaos,2026-03-13T14:00:49.191013+00:00,30,"event_types: Pulled, Created, Started, Unhealthy, BackOff | log_signals: http_5xx | fault_category: pod | severity: medium | metrics: none | pod_status_reason: Unhealthy | dominant_log_signal: http_5xx",container_kill,1.0,test,True,chaos_mesh,http_5xx,Unhealthy,13,0,0
network_latency_low__productcatalogservice__1__87362a,network_latency_low,network,low,productcatalogservice,NetworkChaos,2026-03-13T14:00:41.115217+00:00,120,"event_types: Failed, Updated | log_signals: none | fault_category: network | severity: low | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_latency_low,1.0,train,True,chaos_mesh,,Failed,16,0,0
network_latency_low__checkoutservice__0__2acad3,network_latency_low,network,low,checkoutservice,NetworkChaos,2026-03-13T14:02:06.744315+00:00,120,"event_types: Failed, Updated | log_signals: http_5xx | fault_category: network | severity: low | metrics: none | pod_status_reason: Failed | dominant_log_signal: http_5xx",network_latency_low,1.0,train,True,chaos_mesh,http_5xx,Failed,1,0,0
network_latency_low__productcatalogservice__2__3970b5,network_latency_low,network,low,productcatalogservice,NetworkChaos,2026-03-13T14:02:13.718750+00:00,120,"event_types: Failed, Updated | log_signals: none | fault_category: network | severity: low | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_latency_low,1.0,test,True,chaos_mesh,,Failed,5,0,0
network_latency_low__checkoutservice__1__c352cc,network_latency_low,network,low,checkoutservice,NetworkChaos,2026-03-13T14:03:39.587404+00:00,120,"event_types: Failed, Updated | log_signals: permission_denied, http_5xx | fault_category: network | severity: low | metrics: none | pod_status_reason: Failed | dominant_log_signal: http_5xx",network_latency_low,1.0,train,True,chaos_mesh,http_5xx,Failed,2,0,0
network_latency_low__paymentservice__0__eb2684,network_latency_low,network,low,paymentservice,NetworkChaos,2026-03-13T14:03:46.514016+00:00,120,"event_types: Failed, Updated | log_signals: permission_denied, http_5xx | fault_category: network | severity: low | metrics: none | pod_status_reason: Failed | dominant_log_signal: permission_denied",network_latency_low,1.0,train,True,chaos_mesh,permission_denied,Failed,13,0,0
network_latency_low__checkoutservice__2__d1ea50,network_latency_low,network,low,checkoutservice,NetworkChaos,2026-03-13T14:05:12.350351+00:00,120,"event_types: Failed, Updated | log_signals: permission_denied | fault_category: network | severity: low | metrics: none | pod_status_reason: Failed | dominant_log_signal: permission_denied",network_latency_low,1.0,test,True,chaos_mesh,permission_denied,Failed,2,0,0
network_latency_low__paymentservice__1__5b49a1,network_latency_low,network,low,paymentservice,NetworkChaos,2026-03-13T14:05:19.505641+00:00,120,"event_types: Failed, Updated | log_signals: permission_denied, http_5xx | fault_category: network | severity: low | metrics: none | pod_status_reason: Failed | dominant_log_signal: permission_denied",network_latency_low,1.0,train,True,chaos_mesh,permission_denied,Failed,16,0,0
network_latency_low__productcatalogservice__0__8959a5,network_latency_low,network,low,productcatalogservice,NetworkChaos,2026-03-13T14:06:48.837452+00:00,120,"event_types: Failed, Updated | log_signals: none | fault_category: network | severity: low | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_latency_low,1.0,train,True,chaos_mesh,,Failed,1,0,0
network_latency_low__paymentservice__2__753e38,network_latency_low,network,low,paymentservice,NetworkChaos,2026-03-13T14:06:59.627034+00:00,120,"event_types: Failed, Updated | log_signals: permission_denied | fault_category: network | severity: low | metrics: none | pod_status_reason: Failed | dominant_log_signal: permission_denied",network_latency_low,1.0,test,True,chaos_mesh,permission_denied,Failed,4,0,0
network_latency_low__productcatalogservice__1__4f8524,network_latency_low,network,low,productcatalogservice,NetworkChaos,2026-03-13T14:08:25.290535+00:00,120,"event_types: Failed, Updated | log_signals: none | fault_category: network | severity: low | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_latency_low,1.0,train,True,chaos_mesh,,Failed,3,0,0
network_latency_high__cartservice__0__a428b5,network_latency_high,network,high,cartservice,NetworkChaos,2026-03-13T14:08:36.095401+00:00,120,"event_types: Failed, Updated | log_signals: none | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_latency_high,1.0,train,True,chaos_mesh,,Failed,1,0,0
network_latency_low__productcatalogservice__2__62da23,network_latency_low,network,low,productcatalogservice,NetworkChaos,2026-03-13T14:10:01.843479+00:00,120,"event_types: Failed, Updated | log_signals: none | fault_category: network | severity: low | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_latency_low,1.0,test,True,chaos_mesh,,Failed,2,0,0
network_latency_high__cartservice__1__b35aa1,network_latency_high,network,high,cartservice,NetworkChaos,2026-03-13T14:10:12.706220+00:00,120,"event_types: Failed, Updated | log_signals: none | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_latency_high,1.0,train,True,chaos_mesh,,Failed,2,0,0
network_latency_low__paymentservice__0__782ca5,network_latency_low,network,low,paymentservice,NetworkChaos,2026-03-13T14:11:41.970053+00:00,120,"event_types: Failed, Updated | log_signals: none | fault_category: network | severity: low | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_latency_low,1.0,train,True,chaos_mesh,,Failed,2,0,0
network_latency_high__cartservice__2__fccec1,network_latency_high,network,high,cartservice,NetworkChaos,2026-03-13T14:11:49.386002+00:00,120,"event_types: Failed, Updated | log_signals: none | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_latency_high,1.0,test,True,chaos_mesh,,Failed,3,0,0
network_latency_low__paymentservice__1__3a3090,network_latency_low,network,low,paymentservice,NetworkChaos,2026-03-13T14:13:15.122589+00:00,120,"event_types: Failed, Updated | log_signals: permission_denied, resource_exhausted, http_5xx | fault_category: network | severity: low | metrics: none | pod_status_reason: Failed | dominant_log_signal: permission_denied",network_latency_low,1.0,train,True,chaos_mesh,permission_denied,Failed,3,0,0
network_latency_high__frontend__0__76bb94,network_latency_high,network,high,frontend,NetworkChaos,2026-03-13T14:13:22.739981+00:00,120,"event_types: Failed, Updated | log_signals: permission_denied, resource_exhausted, http_5xx | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: http_5xx",network_latency_high,1.0,train,True,chaos_mesh,http_5xx,Failed,1,0,0
network_latency_low__paymentservice__2__e57a15,network_latency_low,network,low,paymentservice,NetworkChaos,2026-03-13T14:14:48.627912+00:00,120,"event_types: Failed, Updated | log_signals: permission_denied, resource_exhausted, http_5xx | fault_category: network | severity: low | metrics: none | pod_status_reason: Failed | dominant_log_signal: permission_denied",network_latency_low,1.0,test,True,chaos_mesh,permission_denied,Failed,2,0,0
network_latency_high__frontend__1__0655f2,network_latency_high,network,high,frontend,NetworkChaos,2026-03-13T14:14:56.564661+00:00,120,"event_types: Failed, Updated | log_signals: permission_denied, resource_exhausted, http_5xx | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: permission_denied",network_latency_high,1.0,train,True,chaos_mesh,permission_denied,Failed,2,0,0
network_latency_high__cartservice__0__6dca43,network_latency_high,network,high,cartservice,NetworkChaos,2026-03-13T14:16:22.391722+00:00,120,"event_types: Failed, Updated | log_signals: none | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_latency_high,1.0,train,True,chaos_mesh,,Failed,1,0,0
network_latency_high__frontend__2__8249c5,network_latency_high,network,high,frontend,NetworkChaos,2026-03-13T14:16:30.643270+00:00,120,"event_types: Failed, Updated | log_signals: permission_denied, resource_exhausted, http_5xx | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: http_5xx",network_latency_high,1.0,test,True,chaos_mesh,http_5xx,Failed,2,0,0
network_latency_high__cartservice__1__c645e4,network_latency_high,network,high,cartservice,NetworkChaos,2026-03-13T14:17:56.161040+00:00,120,"event_types: Failed, Updated | log_signals: none | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_latency_high,1.0,train,True,chaos_mesh,,Failed,2,0,0
network_latency_high__checkoutservice__0__25622e,network_latency_high,network,high,checkoutservice,NetworkChaos,2026-03-13T14:18:04.642692+00:00,120,"event_types: Failed, Updated | log_signals: permission_denied, resource_exhausted, http_5xx | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: permission_denied",network_latency_high,1.0,train,True,chaos_mesh,permission_denied,Failed,1,0,0
network_latency_high__cartservice__2__1c70e5,network_latency_high,network,high,cartservice,NetworkChaos,2026-03-13T14:19:30.045069+00:00,120,"event_types: Failed, Updated | log_signals: none | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_latency_high,1.0,test,True,chaos_mesh,,Failed,2,0,0
network_latency_high__checkoutservice__1__73f654,network_latency_high,network,high,checkoutservice,NetworkChaos,2026-03-13T14:19:38.437821+00:00,120,"event_types: Failed, Updated | log_signals: permission_denied, resource_exhausted, http_5xx | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: permission_denied",network_latency_high,1.0,train,True,chaos_mesh,permission_denied,Failed,2,0,0
network_latency_high__frontend__0__c9c51d,network_latency_high,network,high,frontend,NetworkChaos,2026-03-13T14:21:03.947293+00:00,120,"event_types: Failed, Updated | log_signals: permission_denied, resource_exhausted, http_5xx | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: permission_denied",network_latency_high,1.0,train,True,chaos_mesh,permission_denied,Failed,1,0,0
network_latency_high__checkoutservice__2__86fd0c,network_latency_high,network,high,checkoutservice,NetworkChaos,2026-03-13T14:21:12.509260+00:00,120,"event_types: Failed, Updated | log_signals: permission_denied, http_5xx | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: permission_denied",network_latency_high,1.0,test,True,chaos_mesh,permission_denied,Failed,2,0,0
network_latency_high__frontend__1__9c182d,network_latency_high,network,high,frontend,NetworkChaos,2026-03-13T14:22:40.933959+00:00,120,"event_types: Failed, Updated | log_signals: permission_denied, resource_exhausted, http_5xx | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: permission_denied",network_latency_high,1.0,train,True,chaos_mesh,permission_denied,Failed,2,0,0
network_latency_high__productcatalogservice__0__6a26c4,network_latency_high,network,high,productcatalogservice,NetworkChaos,2026-03-13T14:22:52.626624+00:00,120,"event_types: Failed, Updated | log_signals: none | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_latency_high,1.0,train,True,chaos_mesh,,Failed,1,0,0
network_latency_high__frontend__2__4dac25,network_latency_high,network,high,frontend,NetworkChaos,2026-03-13T14:24:18.382895+00:00,120,"event_types: Failed, Updated | log_signals: permission_denied, resource_exhausted, http_5xx | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: permission_denied",network_latency_high,1.0,test,True,chaos_mesh,permission_denied,Failed,2,0,0
network_latency_high__productcatalogservice__1__00f989,network_latency_high,network,high,productcatalogservice,NetworkChaos,2026-03-13T14:24:36.216951+00:00,120,"event_types: Failed, Updated | log_signals: none | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_latency_high,1.0,train,True,chaos_mesh,,Failed,3,0,0
network_latency_high__checkoutservice__0__398975,network_latency_high,network,high,checkoutservice,NetworkChaos,2026-03-13T14:26:16.553639+00:00,120,"event_types: Failed, Updated | log_signals: resource_exhausted | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: resource_exhausted",network_latency_high,1.0,train,True,chaos_mesh,resource_exhausted,Failed,1,0,0
network_latency_high__productcatalogservice__2__7c3267,network_latency_high,network,high,productcatalogservice,NetworkChaos,2026-03-13T14:26:51.600655+00:00,120,"event_types: Failed, Updated | log_signals: none | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_latency_high,1.0,test,True,chaos_mesh,,Failed,2,0,0
network_latency_high__checkoutservice__1__a3bf16,network_latency_high,network,high,checkoutservice,NetworkChaos,2026-03-13T14:27:56.672601+00:00,120,"event_types: Failed, Updated | log_signals: permission_denied, resource_exhausted, http_5xx | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: http_5xx",network_latency_high,1.0,train,True,chaos_mesh,http_5xx,Failed,3,0,0
network_latency_high__paymentservice__0__99afd8,network_latency_high,network,high,paymentservice,NetworkChaos,2026-03-13T14:28:29.111295+00:00,120,"event_types: Failed, Updated | log_signals: http_5xx | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: http_5xx",network_latency_high,1.0,train,True,chaos_mesh,http_5xx,Failed,2,0,0
network_latency_high__checkoutservice__2__c95156,network_latency_high,network,high,checkoutservice,NetworkChaos,2026-03-13T14:29:31.897231+00:00,120,"event_types: Failed, Updated | log_signals: permission_denied, http_5xx | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: http_5xx",network_latency_high,1.0,test,True,chaos_mesh,http_5xx,Failed,3,0,0
network_latency_high__paymentservice__1__f94987,network_latency_high,network,high,paymentservice,NetworkChaos,2026-03-13T14:30:04.509321+00:00,120,"event_types: Failed, Updated | log_signals: permission_denied | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: permission_denied",network_latency_high,1.0,train,True,chaos_mesh,permission_denied,Failed,3,0,0
network_latency_high__productcatalogservice__0__f86be6,network_latency_high,network,high,productcatalogservice,NetworkChaos,2026-03-13T14:31:07.039506+00:00,120,"event_types: Failed, Updated | log_signals: none | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_latency_high,1.0,train,True,chaos_mesh,,Failed,1,0,0
network_latency_high__paymentservice__2__500c02,network_latency_high,network,high,paymentservice,NetworkChaos,2026-03-13T14:31:39.881147+00:00,120,"event_types: Failed, Updated | log_signals: permission_denied, http_5xx | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: permission_denied",network_latency_high,1.0,test,True,chaos_mesh,permission_denied,Failed,2,0,0
network_latency_high__productcatalogservice__1__b84c81,network_latency_high,network,high,productcatalogservice,NetworkChaos,2026-03-13T14:32:42.398502+00:00,120,"event_types: Failed, Updated | log_signals: none | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_latency_high,1.0,train,True,chaos_mesh,,Failed,2,0,0
